IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_DANVILLE,THICK_DANVILLE,TOP_HERRIN,THICK_HERRIN,TOP_SPRING,THICK_SPRING,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY
15900600000C,RICHLAND,-88.006697,38.803093,494,Oil and Gas Test,Electric Log,-500,,-575,5,-618,4,-830,,,
15900601000C,RICHLAND,-88.099661,38.669051,440,Oil and Gas Test,Electric Log,-526,3,-572,,-640,3,-835,,,
15900606000C,RICHLAND,-88.092717,38.667376,438,Oil and Gas Test,Electric Log,-529,3,-575,,-645,4,-845,,,
15900613000C,RICHLAND,-88.104368,38.681709,422,Oil and Gas Test,Electric Log,-532,3,-576,,-646,3.5,-853,,,
15900616000C,RICHLAND,-88.062757,38.585346,473,Oil and Gas Test,Electric Log,-484,2.5,-524,,-609,3.5,-822,,,
15900626000C,RICHLAND,-88.233055,38.799285,473,Oil and Gas Test,Electric Log,-592,2,-641,,-702,5,-892,,-907,
15900639000C,RICHLAND,-88.215281,38.644972,452,Oil and Gas Test,Electric Log,-498,2.5,-538,4.5,-606,4,-808,,,
15900642000C,RICHLAND,-88.04651,38.609422,455,Oil and Gas Test,Electric Log,-501,2.5,-560,,-644,3,-860,,,
15900647000C,RICHLAND,-88.164028,38.668405,424,Oil and Gas Test,Electric Log,-507,3.5,-546,,-614,4,-817,,,
15900649000C,RICHLAND,-88.15709,38.668419,431,Oil and Gas Test,Electric Log,-509,2,-550,,-614,3.5,-810,,,
15900651000C,RICHLAND,-88.079058,38.700503,464,Oil and Gas Test,Electric Log,-529,3.5,-582,,-658,4.5,-858,,,
15900655000C,RICHLAND,-88.184925,38.663117,479,Oil and Gas Test,Electric Log,-512,3,-552,,-616,3,-817,,,
15900658000C,RICHLAND,-88.187256,38.663135,486,Oil and Gas Test,Electric Log,-517,3.5,-560,,-623,4,-824,,,
15900662000C,RICHLAND,-88.242837,38.815571,474,Oil and Gas Test,Electric Log,-578,,-629,,-676,3.5,-879,,-900,
15900671000C,RICHLAND,-88.208313,38.650436,448,Oil and Gas Test,Electric Log,-491,3,-532,,-596,3.5,-794,,,
15900672000C,RICHLAND,-88.100355,38.737145,448,Oil and Gas Test,Electric Log,-516,2.5,-577,,-644,4,-828,,,
15900673000C,RICHLAND,-88.161629,38.659258,440,Oil and Gas Test,Electric Log,-510,2.5,-552,,-617,3.5,-815,,,
15900676000C,RICHLAND,-88.100857,38.663549,443,Oil and Gas Test,Electric Log,-519,3,-562,,-630,3,-821,,,
15900677000C,RICHLAND,-88.252223,38.839154,465,Oil and Gas Test,Electric Log,-585,2.5,-633,5,-676,4,-895,,-905,2
15900679000C,RICHLAND,-88.159237,38.655586,428,Oil and Gas Test,Electric Log,-517,2,-557,,-627,3,-827,,,
15900682000C,RICHLAND,-87.974221,38.622521,435,Oil and Gas Test,Electric Log,-466,2,-521,4,-606,4,-803,,,
15900683000C,RICHLAND,-88.072073,38.63853,473,Oil and Gas Test,Electric Log,-518,2,-575,,-663,5.5,-842,,,
15900688000C,RICHLAND,-88.00944,38.717192,516,Oil and Gas Test,Electric Log,-558,,-632,,-706,4,-915,,,
15900690000C,RICHLAND,-87.927328,38.61313,511,Oil and Gas Test,Electric Log,-429,2.5,-471,4,-576,6,-758,,,
15900692000C,RICHLAND,-88.170858,38.762539,515,Oil and Gas Test,Electric Log,-465,,-512,,-571,4,-738,,-765,
15900693000C,RICHLAND,-88.037001,38.698323,488,Oil and Gas Test,Electric Log,-513,2,-590,,-667,4,-875,,,
15900698000C,RICHLAND,-88.270229,38.616713,411,Oil and Gas Test,Electric Log,-504,3.5,-549,,-619,3.5,-804,,,
15900700000C,RICHLAND,-88.205213,38.639481,488,Oil and Gas Test,Electric Log,-493,2.5,-534,,-602,4,-802,,,
15900701000C,RICHLAND,-88.209582,38.615752,438,Oil and Gas Test,Electric Log,-467,3,-532,4,-603,4,-803,,,
15900702000C,RICHLAND,-88.274868,38.62587,411,Oil and Gas Test,Electric Log,-490,2.5,-534,,-598,4,-795,,,
15900703000C,RICHLAND,-88.149533,38.61171,402,Oil and Gas Test,Electric Log,-503,2.5,-554,,-627,4,-831,,,
15900704000C,RICHLAND,-88.177255,38.611947,448,Oil and Gas Test,Electric Log,-512,4,-554,,-627,4,-828,,,
15900705000C,RICHLAND,-88.22808,38.605208,410,Oil and Gas Test,Electric Log,-501,3,-560,,-629,4,-836,,,
15900707000C,RICHLAND,-88.111595,38.637848,438,Oil and Gas Test,Electric Log,-493,2,-548,,-620,4,-814,,,
15900708000C,RICHLAND,-88.118508,38.632265,446,Oil and Gas Test,Electric Log,-480,2,-542,,-613,4,-808,,,
15900709000C,RICHLAND,-88.116119,38.624991,437,Oil and Gas Test,Electric Log,-504,3,-553,,-623,5,-817,,,
15900710000C,RICHLAND,-88.104381,38.623188,447,Oil and Gas Test,Electric Log,-513,3.5,-558,,-635,4,-797,,,
15900711000C,RICHLAND,-88.090406,38.625051,480,Oil and Gas Test,Electric Log,-510,2,-556,,-632,3,-836,,,
15900712000C,RICHLAND,-88.067394,38.625429,517,Oil and Gas Test,Electric Log,-495,3.5,-540,,-624,4,-835,,,
15900713000C,RICHLAND,-88.039574,38.620594,504,Oil and Gas Test,Electric Log,-476,3.5,-544,,-634,4.5,-847,,,
15900714000C,RICHLAND,-88.058012,38.605496,456,Oil and Gas Test,Electric Log,-519,3,-563,,-644,4,-858,,,
15900716000C,RICHLAND,-88.065072,38.585336,473,Oil and Gas Test,Electric Log,-485,3,,,-611,3,-821,,,
15900717000C,RICHLAND,-88.046507,38.594865,488,Oil and Gas Test,Electric Log,-488,3,-537,,-620,4,-836,,,
15900718000C,RICHLAND,-88.088139,38.572303,422,Oil and Gas Test,Electric Log,-522,4,-564,,-644,4,-864,,,
15900720000C,RICHLAND,-87.967103,38.630239,458,Oil and Gas Test,Electric Log,-500,3.5,-550,4,-654,3,-822,,,
15900721000C,RICHLAND,-87.987048,38.639163,450,Oil and Gas Test,Electric Log,-470,2,-531,4,-627,6.5,-795,,,
15900722000C,RICHLAND,-88.004771,38.637457,504,Oil and Gas Test,Electric Log,-477,3,-520,,-606,3.5,-804,,,
15900724000C,RICHLAND,-87.955516,38.615122,456,Oil and Gas Test,Electric Log,-487,3,-526,,-626,6.5,-796,,,
15900731000C,RICHLAND,-88.277177,38.629564,412,Oil and Gas Test,Electric Log,-496,3,-542,,-608,4,-804,,,
15900732000C,RICHLAND,-88.037578,38.70382,462,Oil and Gas Test,Electric Log,-542,2,-608,4,-694,5,-878,,,
15900733000C,RICHLAND,-88.041919,38.582164,516,Oil and Gas Test,Electric Log,-480,3,-524,,-613,3,-823,,,
15900735000C,RICHLAND,-88.277483,38.716998,434,Oil and Gas Test,Electric Log,-546,3,-591,,-647,4,,,,
15900737000C,RICHLAND,-88.258732,38.712688,447,Oil and Gas Test,Electric Log,-588,2.5,-639,,-700,3,-906,,,
15900744000C,RICHLAND,-88.182631,38.705326,448,Oil and Gas Test,Electric Log,-478,2,-532,,-606,5,-755,,,
15900745000C,RICHLAND,-88.166357,38.690377,437,Oil and Gas Test,Electric Log,-506,3,-548,,-607,3.5,-799,,,
15900746000C,RICHLAND,-88.182205,38.69237,445,Oil and Gas Test,Electric Log,-495,3,-542,,-600,3.5,-788,,,
15900747000C,RICHLAND,-88.187271,38.694241,449,Oil and Gas Test,Electric Log,-494,3.5,-539,,-599,4,-787,,,
15900748000C,RICHLAND,-88.215281,38.691813,480,Oil and Gas Test,Electric Log,-484,3,-525,,-584,4,-780,,,
15900749000C,RICHLAND,-88.189523,38.683316,440,Oil and Gas Test,Electric Log,-510,4,-554,,-616,4,-811,,,
15900751000C,RICHLAND,-88.159416,38.679383,425,Oil and Gas Test,Electric Log,-511,3.5,-555,,-617,4,-825,,,
15900752000C,RICHLAND,-88.215326,38.659647,466,Oil and Gas Test,Electric Log,-500,3.5,-539,,-604,4,-798,,,
15900753000C,RICHLAND,-88.234063,38.65611,454,Oil and Gas Test,Electric Log,-467,2.5,-515,4.5,-586,3,-778,,,
15900754000C,RICHLAND,-88.184815,38.644862,478,Oil and Gas Test,Electric Log,-502,3,-546,,-611,4,-822,,,
15900755000C,RICHLAND,-88.063224,38.730489,492,Oil and Gas Test,Electric Log,-546,2.5,-608,,-674,4,-873,,,
15900756000C,RICHLAND,-88.097533,38.722427,450,Oil and Gas Test,Electric Log,-511,3.5,-569,,-633,4,-834,,,
15900759000C,RICHLAND,-88.07446,38.715072,493,Oil and Gas Test,Electric Log,-527,3.5,-585,4,-654,5,-859,,,
15900760000C,RICHLAND,-88.040973,38.696366,455,Oil and Gas Test,Electric Log,-509,2.5,-581,,-656,4,-857,,,
15900761000C,RICHLAND,-88.083631,38.691301,433,Oil and Gas Test,Electric Log,-554,4,-603,,-694,6,-873,,,
15900762000C,RICHLAND,-88.097477,38.695542,441,Oil and Gas Test,Electric Log,-543,3.5,-592,,-676,4.5,-869,,,
15900763000C,RICHLAND,-88.130131,38.692194,428,Oil and Gas Test,Electric Log,-518,3.5,-565,4,-642,5.5,-839,,,
15900764000C,RICHLAND,-88.141761,38.697533,432,Oil and Gas Test,Electric Log,-504,3,-552,,-614,4,-804,,,
15900766000C,RICHLAND,-88.130102,38.679435,415,Oil and Gas Test,Electric Log,-502,4.5,-545,,-614,3.5,-812,,,
15900767000C,RICHLAND,-88.092716,38.678321,455,Oil and Gas Test,Electric Log,-535,3,-580,,-659,5,-841,,,
15900769000C,RICHLAND,-88.039563,38.665117,503,Oil and Gas Test,Electric Log,-519,4,-570,,-653,4,-849,,,
15900771000C,RICHLAND,-88.115956,38.66508,440,Oil and Gas Test,Electric Log,-518,4,-562,,-632,5,-824,,,
15900772000C,RICHLAND,-88.132317,38.65761,423,Oil and Gas Test,Electric Log,-515,3,-557,,-625,5,-819,,,
15900773000C,RICHLAND,-88.146296,38.662989,413,Oil and Gas Test,Electric Log,-507,4,-547,,-619,3,-810,,,
15900775000C,RICHLAND,-88.090489,38.656468,451,Oil and Gas Test,Electric Log,-504,3,-568,4,-646,4,-841,,,
15900776000C,RICHLAND,-88.06277,38.644384,499,Oil and Gas Test,Electric Log,-488,3,-557,4,-639,4,-829,,,
15900777000C,RICHLAND,-88.048952,38.657515,509,Oil and Gas Test,Electric Log,-511,2,-575,,-662,5.5,-836,,,
15900778000C,RICHLAND,-88.024893,38.70946,494,Oil and Gas Test,Electric Log,-545,1.5,-612,5,-691,4.5,-903,,,
15900779000C,RICHLAND,-88.024727,38.69108,499,Oil and Gas Test,Electric Log,-507,2,-577,,-655,3,-867,,,
15900780000C,RICHLAND,-88.024671,38.680027,524,Oil and Gas Test,Electric Log,-492,2,-558,,-638,4,-841,,,
15900782000C,RICHLAND,-87.935953,38.723845,529,Oil and Gas Test,Electric Log,-462,1.5,-527,5,-603,4,-803,,,
15900783000C,RICHLAND,-87.957326,38.70728,535,Oil and Gas Test,Electric Log,-502,2.5,-575,4.5,-657,4.5,-859,,,
15900784000C,RICHLAND,-87.910327,38.694259,549,Oil and Gas Test,Electric Log,-403,,-464,3.5,-549,4,-724,,,
15900785000C,RICHLAND,-87.983158,38.700061,508,Oil and Gas Test,Electric Log,-539,2,-608,,-686,3.5,-912,,,
15900786000C,RICHLAND,-88.004433,38.676062,509,Oil and Gas Test,Electric Log,-488,,-564,4,-644,3.5,-856,,,
15900787000C,RICHLAND,-87.966804,38.673946,506,Oil and Gas Test,Electric Log,-500,2,-566,5,-655,6,-822,,,
15900788000C,RICHLAND,-87.962147,38.686876,514,Oil and Gas Test,Electric Log,-529,2.5,-595,6,-677,5,,,,
15900790000C,RICHLAND,-87.950502,38.65925,454,Oil and Gas Test,Electric Log,-481,2,-544,5,-634,6,-805,,,
15900791000C,RICHLAND,-87.978598,38.670405,499,Oil and Gas Test,Electric Log,-462,2.5,-539,,-619,3.5,-813,,,
15900793000C,RICHLAND,-88.004601,38.657639,513,Oil and Gas Test,Electric Log,-454,2.5,-523,,-608,3.5,-807,,,
15900794000C,RICHLAND,-87.983423,38.652046,444,Oil and Gas Test,Electric Log,-482,,-561,5,-645,4.5,-846,,,
15900796000C,RICHLAND,-88.102118,38.712706,437,Oil and Gas Test,Electric Log,-525,2.5,-579,4,-644,4,-843,,,
15900797000C,RICHLAND,-88.170231,38.804908,519,Oil and Gas Test,Electric Log,-495,,-563,,-615,5,-792,,,
15900798000C,RICHLAND,-88.202654,38.809985,488,Oil and Gas Test,Electric Log,-524,2.5,-595,,-646,5,-829,,-849,2
15900799000C,RICHLAND,-88.244964,38.804624,471,Oil and Gas Test,Electric Log,-552,2.5,-606,,-659,4,-859,,-871,
15900800000C,RICHLAND,-88.249558,38.791957,469,Oil and Gas Test,Electric Log,-574,2.5,-623,,-684,4.5,-867,,-878,
15900802000C,RICHLAND,-88.153304,38.777945,486,Oil and Gas Test,Electric Log,-460,2,-520,,-580,5,-732,,,
15900805000C,RICHLAND,-88.254277,38.768296,455,Oil and Gas Test,Electric Log,-530,,-585,,-630,3,,,,
15900806000C,RICHLAND,-88.21884,38.76796,514,Oil and Gas Test,Electric Log,-613,2,-656,,-714,3.5,-900,,,
15900807000C,RICHLAND,-88.193084,38.767557,531,Oil and Gas Test,Electric Log,-521,,-573,,-631,4.5,-806,,,
15900810000C,RICHLAND,-88.211732,38.758665,506,Oil and Gas Test,Electric Log,-544,2,-590,,-646,4,-824,,-864,
15900814000C,RICHLAND,-88.046591,38.817068,534,Oil and Gas Test,Electric Log,-520,2,-594,,-636,4,-850,,,
15900815000C,RICHLAND,-88.060641,38.809399,514,Oil and Gas Test,Electric Log,-516,,-592,,-638,3,-839,,,
15900819000C,RICHLAND,-88.130203,38.798144,490,Oil and Gas Test,Electric Log,-444,3,-515,,-569,3.5,-730,,,
15900820000C,RICHLAND,-88.097831,38.789732,451,Oil and Gas Test,Electric Log,-488,,-563,,-611,3,-804,,,
15900821000C,RICHLAND,-88.076684,38.801587,478,Oil and Gas Test,Electric Log,-505,,-579,,-622,4,-817,,,
15900822000C,RICHLAND,-88.06519,38.801898,504,Oil and Gas Test,Electric Log,-514,,-592,4,-637,3.5,-840,,,
15900823000C,RICHLAND,-88.042109,38.795387,496,Oil and Gas Test,Electric Log,-556,3,-639,,-688,4,-912,,,
15900826000C,RICHLAND,-88.088531,38.784619,473,Oil and Gas Test,Electric Log,-485,,-553,,-604,3.5,-797,,,
15900827000C,RICHLAND,-88.120856,38.787249,479,Oil and Gas Test,Electric Log,-485,,-551,,-609,3,-783,,,
15900832000C,RICHLAND,-88.120952,38.752851,453,Oil and Gas Test,Electric Log,-468,2.5,-539,,-595,4,-779,,,
15900833000C,RICHLAND,-88.134721,38.75266,471,Oil and Gas Test,Electric Log,-461,2,-523,,-582,3,-769,,,
15900836000C,RICHLAND,-88.05856,38.740109,507,Oil and Gas Test,Electric Log,-541,4,-602,,-684,5,-866,,,
15900838000C,RICHLAND,-88.037272,38.811849,522,Oil and Gas Test,Electric Log,-506,2,-584,,-622,3.5,-841,,-878,5
15900841000C,RICHLAND,-87.975711,38.806951,496,Oil and Gas Test,Electric Log,-510,,-584,,-645,4,-846,,,
15900842000C,RICHLAND,-87.992257,38.80865,495,Oil and Gas Test,Electric Log,-515,2,-595,,-645,4,-853,,,
15900843000C,RICHLAND,-88.015466,38.804951,480,Oil and Gas Test,Electric Log,-494,2,-568,,-614,3,-824,,,
15900844000C,RICHLAND,-87.916723,38.786558,474,Oil and Gas Test,Electric Log,-369,2,-431,4.5,-496,3.5,-692,,,
15900845000C,RICHLAND,-88.003918,38.790147,522,Oil and Gas Test,Electric Log,-542,,-620,,-671,3.5,-886,,,
15900846000C,RICHLAND,-87.92868,38.771667,467,Oil and Gas Test,Electric Log,-424,,-488,,-551,3,-750,,,
15900847000C,RICHLAND,-87.947621,38.75694,484,Oil and Gas Test,Electric Log,-434,,-506,4.5,-566,3.5,-768,,,
15900848000C,RICHLAND,-87.966586,38.747893,512,Oil and Gas Test,Electric Log,-463,,-528,,-590,4,-795,,,
15900849000C,RICHLAND,-87.994813,38.751622,565,Oil and Gas Test,Electric Log,-518,2,-592,,-661,6,-847,,,
15900850000C,RICHLAND,-87.991273,38.733621,541,Oil and Gas Test,Electric Log,-533,,-606,,-678,4.5,-879,,,
15900852000C,RICHLAND,-88.17677,38.840365,504,Oil and Gas Test,Electric Log,-564,2.5,-626,,-671,3.5,-872,,-888,3
15900853000C,RICHLAND,-88.243189,38.83716,493,Oil and Gas Test,Electric Log,-581,2,-626,5,-673,4,-891,,-905,
15900854000C,RICHLAND,-88.203428,38.827724,492,Oil and Gas Test,Electric Log,-567,2.5,-628,,-680,5,-891,,-901,3
15900855000C,RICHLAND,-88.086653,38.838453,479,Oil and Gas Test,Electric Log,-502,,-571,5,-606,4,-839,,-854,5
15900856000C,RICHLAND,-88.109833,38.835008,474,Oil and Gas Test,Electric Log,-501,,-569,,-608,3,-836,,-862,4
15900859000C,RICHLAND,-88.119218,38.819136,467,Oil and Gas Test,Electric Log,-497,2,-567,,-613,4,-806,,,
15900861000C,RICHLAND,-87.956618,38.837957,451,Oil and Gas Test,Electric Log,-466,,-536,,-595,4,-840,,-855,8
15900862000C,RICHLAND,-88.001367,38.840009,464,Oil and Gas Test,Electric Log,-515,2.5,-586,,-630,3.5,-872,,,
15900865000C,RICHLAND,-87.996801,38.821205,460,Oil and Gas Test,Electric Log,-516,3,-584,4.5,-633,3,-852,,-912,5
15900866000C,RICHLAND,-87.982677,38.821331,473,Oil and Gas Test,Electric Log,-514,,-593,,-648,4,-869,,,
15900867000C,RICHLAND,-87.928334,38.823242,470,Oil and Gas Test,Electric Log,-430,,-500,,-566,2.5,-808,,-820,7
15900871000C,RICHLAND,-88.074498,38.811014,484,Oil and Gas Test,Electric Log,-506,,-579,,-623,3,-816,,,
15900875000C,RICHLAND,-88.037538,38.711269,506,Oil and Gas Test,Electric Log,-534,2,-599,,-676,5,-883,,,
15900876000C,RICHLAND,-88.252506,38.835501,487,Oil and Gas Test,Electric Log,-584,2.5,-631,5,-677,4.5,-896,,-918,4
15900883000C,RICHLAND,-88.034144,38.771542,483,Oil and Gas Test,Electric Log,-475,,-552,,-600,3,-797,,,
15900887000C,RICHLAND,-88.027115,38.75162,498,Oil and Gas Test,Electric Log,-524,,-602,4.5,-663,3.5,-860,,,
15900888000C,RICHLAND,-88.233106,38.769903,455,Oil and Gas Test,Electric Log,-543,,-588,,-640,4,-825,,,
15900890000C,RICHLAND,-87.930621,38.834434,475,Oil and Gas Test,Electric Log,-453,,-522,,-587,3.5,-820,,-834,7
15900898000C,RICHLAND,-88.114216,38.736834,426,Oil and Gas Test,Electric Log,-489,,-544,,-606,4,-794,,,
15900899000C,RICHLAND,-88.114173,38.744109,429,Oil and Gas Test,Electric Log,-494,2,-553,,-612,4,-798,,,
15900900000C,RICHLAND,-88.111759,38.753072,428,Oil and Gas Test,Electric Log,-490,,-566,,-622,3,-809,,,
15900912000C,RICHLAND,-87.983886,38.587593,464,Oil and Gas Test,Electric Log,-456,,-516,,-606,3.5,-796,,,
15900913000C,RICHLAND,-88.113672,38.677867,418,Oil and Gas Test,Electric Log,-508,3,-552,,-630,3,-829,,,
15900916000C,RICHLAND,-88.211708,38.747762,509,Oil and Gas Test,Electric Log,-516,2,-562,,-624,4.5,-795,,-821,
15900921000C,RICHLAND,-88.107239,38.744023,455,Oil and Gas Test,Electric Log,-511,2,-571,,-638,3.5,-815,,,
15900922000C,RICHLAND,-88.102607,38.746195,452,Oil and Gas Test,Electric Log,-526,,-588,,-645,4,-838,,,
15900938000C,RICHLAND,-88.107084,38.757743,431,Oil and Gas Test,Electric Log,-490,2,-567,,-622,3,-812,,,
15900944000C,RICHLAND,-88.268069,38.642083,446,Oil and Gas Test,Electric Log,-497,3,-536,,-607,3,-807,,,
15900945000C,RICHLAND,-88.281846,38.642629,419,Oil and Gas Test,Electric Log,-501,3,-551,,-619,4,-815,,,
15900947000C,RICHLAND,-88.284257,38.637071,419,Oil and Gas Test,Electric Log,-505,3.5,-552,,-622,4,-818,,,
15900949000C,RICHLAND,-88.281711,38.618827,411,Oil and Gas Test,Electric Log,-521,3,-564,,-637,4,-836,,,
15900951000C,RICHLAND,-88.281742,38.626084,411,Oil and Gas Test,Electric Log,-493,2.5,-550,,-614,4,-809,,,
15900965000C,RICHLAND,-88.094948,38.599439,446,Oil and Gas Test,Electric Log,-529,3.5,-575,,-651,5,-857,,,
15900967000C,RICHLAND,-88.258727,38.620028,409,Oil and Gas Test,Electric Log,-499,2.5,-543,,-609,4,-801,,,
15900972000C,RICHLAND,-88.267906,38.61303,409,Oil and Gas Test,Electric Log,-515,4,-564,,-630,4,-819,,,
15900975000C,RICHLAND,-88.149605,38.633559,407,Oil and Gas Test,Electric Log,-476,3,-561,,-623,4,-828,,,
15900982000C,RICHLAND,-88.223867,38.639517,459,Oil and Gas Test,Electric Log,-500,3,-539,,-605,4,-805,,,
15900983000C,RICHLAND,-88.242327,38.640547,438,Oil and Gas Test,Electric Log,-488,3.5,-529,,-599,4,-805,,,
15900984000C,RICHLAND,-88.248971,38.629652,438,Oil and Gas Test,Electric Log,-475,3.5,-519,,-585,3.5,-780,,,
15900993000C,RICHLAND,-88.172766,38.622841,415,Oil and Gas Test,Electric Log,-514,4,-555,4,-621,4,-827,,,
15900994000C,RICHLAND,-88.184299,38.6267,459,Oil and Gas Test,Electric Log,-525,4,-569,4,-642,4,-846,,,
15900997000C,RICHLAND,-88.15183,38.624418,406,Oil and Gas Test,Electric Log,-477,3,-549,,-617,4,-827,,,
15901021000C,RICHLAND,-88.156363,38.602567,402,Oil and Gas Test,Electric Log,-500,4,-541,,-611,4,-822,,,
15901022000C,RICHLAND,-88.156376,38.598904,401,Oil and Gas Test,Electric Log,-499,3.5,-543,,-612,4,,,,
15901025000C,RICHLAND,-88.161137,38.609909,396,Oil and Gas Test,Electric Log,-517,5,-560,,-632,4,-841,,,
15901032000C,RICHLAND,-88.161058,38.606244,402,Oil and Gas Test,Electric Log,-521,3,-563,,-633,3,-861,,,
15901040000C,RICHLAND,-88.077864,38.632681,491,Oil and Gas Test,Electric Log,-513,3,-561,,-635,3.5,-841,,,
15901041000C,RICHLAND,-88.076767,38.630862,477,Oil and Gas Test,Electric Log,,,-568,,-650,4,-858,,,
15901043000C,RICHLAND,-88.106925,38.641583,442,Oil and Gas Test,Electric Log,-504,2,,,-631,4,-809,,,
15901044000C,RICHLAND,-88.111503,38.628699,443,Oil and Gas Test,Electric Log,-504,2.5,-547,,-617,4,-813,,,
15901048000C,RICHLAND,-88.114032,38.641466,436,Oil and Gas Test,Electric Log,-484,2,-546,,-626,4,-812,,,
15901052000C,RICHLAND,-88.139369,38.628353,418,Oil and Gas Test,Electric Log,-473,3.5,-532,,-611,3.5,-806,,,
15901053000C,RICHLAND,-88.14733,38.631901,407,Oil and Gas Test,Electric Log,-465,3.5,-540,,-611,4,-814,,,
15901070000C,RICHLAND,-88.139335,38.62108,409,Oil and Gas Test,Electric Log,-494,4,-557,,-631,4,-834,,,
15901085000C,RICHLAND,-88.118363,38.617632,453,Oil and Gas Test,Electric Log,-501,3,-552,,-626,3.5,-826,,,
15901086000C,RICHLAND,-88.118404,38.621297,445,Oil and Gas Test,Electric Log,-506,2.5,-557,,-631,4,-831,,,
15901088000C,RICHLAND,-88.088118,38.623264,470,Oil and Gas Test,Electric Log,-519,2.5,-565,,-642,3,-851,,,
15901089000C,RICHLAND,-88.041887,38.618677,471,Oil and Gas Test,Electric Log,-478,3,-545,,-629,4,-841,,,
15901094000C,RICHLAND,-88.065049,38.612707,509,Oil and Gas Test,Electric Log,-536,3.5,-581,4,-669,4,-873,,,
15901097000C,RICHLAND,-88.111303,38.612199,441,Oil and Gas Test,Electric Log,-501,3.5,-545,,-614,3.5,-815,,,
15901101000C,RICHLAND,-88.125293,38.602979,427,Oil and Gas Test,Electric Log,-485,3,-548,,-622,3,-827,,,
15901115000C,RICHLAND,-88.067391,38.588971,463,Oil and Gas Test,Electric Log,-488,3,-529,,-610,3.5,-827,,,
15901117000C,RICHLAND,-88.055682,38.598211,486,Oil and Gas Test,Electric Log,-497,2.5,-541,,-620,3,-841,,,
15901121000C,RICHLAND,-88.067356,38.583506,464,Oil and Gas Test,Electric Log,-499,3,-538,,-625,4,-824,,,
15901122000C,RICHLAND,-88.065066,38.57985,469,Oil and Gas Test,Electric Log,-500,2.5,-543,,-631,4,-822,,,
15901124000C,RICHLAND,-88.031884,38.626401,495,Oil and Gas Test,Electric Log,-489,4,-552,5,-637,2,-849,,,
15901125000C,RICHLAND,-88.037291,38.615212,506,Oil and Gas Test,Electric Log,-484,2,-556,3.5,-640,4,-856,,,
15901135000C,RICHLAND,-87.98116,38.64191,462,Oil and Gas Test,Electric Log,-450,2,-522,4.5,-604,4,-799,,,
15901137000C,RICHLAND,-87.981246,38.633559,477,Oil and Gas Test,Electric Log,-462,2.5,-527,4,-625,6.5,-791,,,
15901150000C,RICHLAND,-88.00005,38.631929,508,Oil and Gas Test,Electric Log,-472,3,-536,4,-619,4.5,-822,,,
15901156000C,RICHLAND,-87.992973,38.63551,483,Oil and Gas Test,Electric Log,-467,2,-524,4.5,-607,4,-806,,,
15901159000C,RICHLAND,-88.00486,38.628333,557,Oil and Gas Test,Electric Log,-475,3,-543,5,-627,4,-823,,,
15901160000C,RICHLAND,-88.004891,38.617289,563,Oil and Gas Test,Electric Log,-479,3,-543,5,-630,5,-813,,,
15901162000C,RICHLAND,-87.99189,38.628134,498,Oil and Gas Test,Electric Log,-461,4,-515,4,-598,5,-801,,,
15901166000C,RICHLAND,-87.988333,38.61529,479,Oil and Gas Test,Electric Log,-442,4,-501,,-582,4.5,-783,,,
15901183000C,RICHLAND,-87.983632,38.618893,480,Oil and Gas Test,Electric Log,-452,3,-511,,-595,4,-794,,,
15901184000C,RICHLAND,-87.967169,38.620656,451,Oil and Gas Test,Electric Log,-497,2,-536,5,-630,5.5,-818,,,
