WKT,THICK_COLC,ITEM_LABEL,SHAPE_AREA,SHAPE_LEN
"POLYGON ((-89.2967035 41.519075,-89.2967000833333 41.51898675,-89.2972565833333 41.51812475,-89.2978875833333 41.5165205833333,-89.297992 41.51625675,-89.2996680833333 41.5138086666667,-89.3007845 41.5120818333333,-89.3017199166667 41.5107848333333,-89.302264 41.5090626666667,-89.30301425 41.50833875,-89.3030114166667 41.5080548333333,-89.30393975 41.5066144166667,-89.3048778333333 41.5056041666667,-89.3063815833333 41.5043025,-89.3076973333333 41.50329,-89.3088289166667 41.502564,-89.3095855833333 41.5021268333333,-89.3109074166667 41.5015444166667,-89.3110981666667 41.501542,-89.3129891666667 41.5006681666667,-89.3131799166667 41.50066575,-89.31469275 41.4999375,-89.3158336666667 41.4997848333333,-89.3207623333333 41.4984523333333,-89.32967575 41.49608325,-89.3349915 41.4951780833333,-89.3408795 41.4941245833333,-89.347339 41.4932066666667,-89.35418275 41.49257275,-89.35456075 41.4924270833333,-89.35551075 41.4922765833333,-89.3570295 41.4919751666667,-89.3581665 41.4918220833333,-89.3594978333333 41.4916665,-89.3602538333333 41.4913724166667,-89.3608258333333 41.4913675,-89.3617725 41.4910736666667,-89.3623445 41.49106875,-89.36310075 41.49063125,-89.3640470833333 41.49048075,-89.3649973333333 41.49018675,-89.3653719166667 41.4898949166667,-89.3661280833333 41.4894601666667,-89.3665060833333 41.48931175,-89.3672555 41.48859025,-89.3681989166667 41.4880095,-89.36837625 41.4872929166667,-89.3693131666667 41.4862820833333,-89.3702498333333 41.4854146666667,-89.3706211666667 41.4848388333333,-89.3709860833333 41.4838329166667,-89.3715413333333 41.48296775,-89.37210025 41.4821054166667,-89.3724616666667 41.4809560833333,-89.3722679166667 41.4806719166667,-89.3728230833333 41.4798068333333,-89.3731845 41.4786575,-89.3735461666667 41.4773675833333,-89.3744760833333 41.47607,-89.3752186666667 41.4749183333333,-89.3757775 41.4740531666667,-89.3765200833333 41.4729015,-89.3770816666667 41.4724664166667,-89.3780216666667 41.4715989166667,-89.3785835833333 41.4710205,-89.3793358333333 41.4705856666667,-89.3802789166667 41.4700048333333,-89.3812251666667 41.469708,-89.3825494166667 41.4691248333333,-89.3844419166667 41.4685339166667,-89.38633775 41.4680863333333,-89.3886115833333 41.4673495,-89.3901293333333 41.46719375,-89.3912695 41.4670404166667,-89.39240625 41.4667409166667,-89.39316875 41.4667360833333,-89.3933593333333 41.4667335,-89.3935531666667 41.4670176666667,-89.39412475 41.467156,-89.3958333333333 41.46685425,-89.39735125 41.46655225,-89.40019975 41.4662403333333,-89.4024768333333 41.46564675,-89.4041851666667 41.4654854166667,-89.4062680833333 41.4647509166667,-89.4079730833333 41.4643055833333,-89.40910625 41.4638653333333,-89.4102395833333 41.4632816666667,-89.4117506666667 41.4625521666667,-89.4138195 41.4612440833333,-89.4157048333333 41.4600819166667,-89.4173995 41.4589195833333,-89.4187094166667 41.4576191666667,-89.42021325 41.45660275,-89.4205563333333 41.4563004166667,-89.4215266666667 41.4554456666667,-89.4232140833333 41.4539965,-89.4247144166667 41.4526933333333,-89.42527575 41.45211475,-89.4267828333333 41.4512416666667,-89.4286675833333 41.4502226666667,-89.4299875 41.44949275,-89.4313075 41.4487656666667,-89.432818 41.4480359166667,-89.4341379166667 41.447306,-89.43582825 41.4461434166667,-89.43733525 41.4451268333333,-89.4390255 41.4439669166667,-89.4401511666667 41.44309625,-89.44109 41.44222825,-89.441901 41.4418509166667,-89.442032 41.4417903333333,-89.4424061666667 41.4413575833333,-89.4425931666667 41.4412115833333,-89.44297075 41.44092225,-89.4432825 41.44055775,-89.44334475 41.4406301666667,-89.44353525 41.44063025,-89.4441174166667 41.44119575,-89.445278 41.4423295,-89.4464350833333 41.4433225833333,-89.4474053333333 41.4443128333333,-89.448178 41.44502175,-89.4489505833333 41.4457306666667,-89.44991725 41.4467236666667,-89.4505030833333 41.4474325,-89.4512793333333 41.44828475,-89.4522495833333 41.4494210833333,-89.4532163333333 41.450414,-89.45437725 41.4515476666667,-89.45515375 41.4522565833333,-89.456117 41.4531060833333,-89.4570839166667 41.4539529166667,-89.45766975 41.4548078333333,-89.45807925 41.4563795,-89.4586758333333 41.4578051666667,-89.4592651666667 41.458944,-89.4594770833333 41.4600855833333,-89.4596853333333 41.4612298333333,-89.4597066666667 41.462374,-89.4597208333333 41.46323425,-89.4597385833333 41.4642350833333,-89.4595620833333 41.46509525,-89.4595763333333 41.4658120833333,-89.45902225 41.466821,-89.4586516666667 41.4673970833333,-89.4583024166667 41.4691173333333,-89.4581188333333 41.46969075,-89.4579353333333 41.4699801666667,-89.45774825 41.4702668333333,-89.45738825 41.4714164166667,-89.4572083333333 41.4719925833333,-89.4564706666667 41.4732881666667,-89.45574 41.4751544166667,-89.4553765 41.47601725,-89.4546351666667 41.4771694166667,-89.454268 41.47803225,-89.4539044166667 41.4790384166667,-89.4529795833333 41.48048,-89.451292 41.4820701666667,-89.4503563333333 41.4830815833333,-89.4492371666667 41.4843796666667,-89.4479273333333 41.4855398333333,-89.44660675 41.4864105,-89.44510625 41.4875705,-89.4447283333333 41.4878598333333,-89.4435985 41.48844375,-89.4419035833333 41.4896064166667,-89.440018 41.4906255833333,-89.4379381666667 41.49150675,-89.4356746666667 41.49267175,-89.4341561666667 41.4931175833333,-89.4316985 41.4939984166667,-89.4296113333333 41.49459275,-89.4271465 41.4951895833333,-89.4262003333333 41.4953405833333,-89.4246783333333 41.4954995833333,-89.4244840833333 41.4953560833333,-89.4229656666667 41.4956583333333,-89.4231563333333 41.49565575,-89.4229691666667 41.49580175,-89.4223970833333 41.4958069166667,-89.4222064166667 41.4958081666667,-89.42201575 41.4958094166667,-89.4218286666667 41.495812,-89.4214473333333 41.4958145,-89.42087875 41.495963,-89.4203031666667 41.4958275833333,-89.4195440833333 41.4958325833333,-89.4189720833333 41.4958404166667,-89.4191625833333 41.4959811666667,-89.4187813333333 41.4958403333333,-89.4180255833333 41.4961348333333,-89.4174535833333 41.4961399166667,-89.4168815 41.496145,-89.41612225 41.4962961666667,-89.4155571666667 41.496588,-89.414413 41.4965981666667,-89.4130818333333 41.496611,-89.4119309166667 41.4961910833333,-89.4119344166667 41.4963345,-89.411553 41.49633975,-89.4100345 41.4966390833333,-89.4088975 41.4967926666667,-89.4073719166667 41.496808,-89.4073721666667 41.4966646666667,-89.4062245833333 41.4965314166667,-89.4048934166667 41.4965441666667,-89.4041340833333 41.4966951666667,-89.4028061666667 41.4969945833333,-89.400719 41.4974423333333,-89.3991970833333 41.4974575833333,-89.3965343333333 41.4977695833333,-89.39368125 41.4977946666667,-89.3851644166667 41.5010235,-89.3732445 41.505715,-89.3630323333333 41.5102445,-89.3522439166667 41.5143506666667,-89.336508 41.51907225,-89.3293086666667 41.5214249166667,-89.3260819166667 41.5223135833333,-89.323803 41.5226190833333,-89.3220898333333 41.5226330833333,-89.32056075 41.5223605833333,-89.3176935 41.5218131666667,-89.3133104166667 41.5215638333333,-89.3085396666667 41.5208891666667,-89.30223975 41.520085,-89.2968940833333 41.5191276666667,-89.2967575833333 41.51908475,-89.2967035 41.519075))",5,insufficient data,0.00466251052,0.39175280702
"POLYGON ((-89.2764440833333 41.5144156666667,-89.2804151666667 41.5125399166667,-89.28045375 41.51252,-89.280981 41.51224875,-89.2830666666667 41.5115164166667,-89.2840170833333 41.5113636666667,-89.2857208333333 41.51077675,-89.28724025 41.5104789166667,-89.2881874166667 41.5101828333333,-89.2889503333333 41.5101786666667,-89.2902785833333 41.5100238333333,-89.2912346666667 41.5098090833333,-89.2916071666667 41.5097256666667,-89.293508 41.5094229166667,-89.2948430833333 41.5094114166667,-89.2954120833333 41.5092635,-89.2959805833333 41.5092589166667,-89.29579025 41.509118,-89.30301425 41.50833875,-89.302264 41.5090626666667,-89.3017199166667 41.5107848333333,-89.3007845 41.5120818333333,-89.2996680833333 41.5138086666667,-89.297992 41.51625675,-89.2978875833333 41.5165205833333,-89.2972565833333 41.51812475,-89.2967000833333 41.51898675,-89.2967035 41.519075,-89.295362 41.5187115833333,-89.288285 41.5166260833333,-89.2881924166667 41.5166059166667,-89.2825519166667 41.5153835,-89.2768876666667 41.5144860833333,-89.2764440833333 41.5144156666667))",42,42 to 66 in.,0.00014037961,0.06133566711
