IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_JTOWN,THICK_JTOWN,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY,TOP_DEKOVEN,THICK_DEKOVEN,TOP_LWRDEK,THICK_LWRDEK,TOP_DAVIS,THICK_DAVIS
00100017000C,ADAMS,-90.946914,40.159168,684,Water Well,Drillers Log,,,604,2.33,,,,,,,,
00100019000C,ADAMS,-90.939374,40.117843,703,Coal Test,Drillers Log,,,623,1.33,,,,,,,,
00100020000C,ADAMS,-91.068122,40.181728,695.7,Mine Shaft,Drillers Log,,,633.7,3,,,,,,,,
00100027000C,ADAMS,-91.046164,40.112638,693.8,Coal Test,Drillers Log,,,638.8,2.5,,,,,,,,
00102000000C,ADAMS,-90.939758,40.157163,680,Coal Test,Drillers Log,,,600,2.33,,,,,,,,
00116000000C,ADAMS,-90.947012,40.153649,683,Coal Test,Drillers Log,,,603,2.5,,,,,,,,
001163B0001F,ADAMS,-90.99959,39.881659,673,Outcrop,Measured section,,,628.2,1.5,,,,,,,,
001163B0002F,ADAMS,-90.960967,39.878434,622,Outcrop,Measured section,,,621.8,1.42,,,,,,,,
001163B0003F,ADAMS,-90.931095,39.877412,650,Outcrop,Measured section,,,624.6,1.46,,,,,,,,
001163B0004F,ADAMS,-90.934687,39.880137,620,Outcrop,Measured section,,,601.9,1.33,,,,,,,,
00122545000C,ADAMS,-90.9136,40.097881,711,Coal Test,Drillers Log,,,593.5,2.25,,,,,,,,
00122547000C,ADAMS,-90.926654,40.185639,670,Coal Test,Drillers Log,,,620,1.5,,,,,,,,
00122548000C,ADAMS,-90.94379,40.185655,671,Coal Test,Drillers Log,,,624,2.17,,,,,,,,
00122549000C,ADAMS,-90.959724,40.191686,675,Coal Test,Drillers Log,,,621,2.17,,,,,,,,
00122551000C,ADAMS,-90.969134,40.186163,688,Coal Test,Drillers Log,,,613.5,2.5,,,,,,,,
00122553000C,ADAMS,-90.974168,40.171357,686,Coal Test,Drillers Log,,,602,2.25,,,,,,,,
00122554000C,ADAMS,-90.944158,40.176691,687,Coal Test,Drillers Log,,,601,0.17,,,,,,,,
00122555000C,ADAMS,-90.94484,40.163761,688,Coal Test,Drillers Log,,,609,2.17,,,,,,,,
00122559000C,ADAMS,-90.941727,40.148721,673,Coal Test,Drillers Log,,,598.5,2.17,,,,,,,,
00122560000C,ADAMS,-90.912931,40.137427,680,Coal Test,Drillers Log,,,601.5,2.42,,,,,,,,
00122562000C,ADAMS,-90.913383,40.119131,691,Coal Test,Drillers Log,,,602.5,2.17,,,,,,,,
00122564000C,ADAMS,-90.932575,40.104821,707,Coal Test,Drillers Log,,,592,1.67,,,,,,,,
00122565000C,ADAMS,-91.046647,40.1798,696,Coal Test,Drillers Log,,,611.4,1.42,,,,,,,,
00122566000C,ADAMS,-91.084652,40.194975,691,Coal Test,Drillers Log,,,627,0.42,,,,,,,,
00122567000C,ADAMS,-91.08517,40.179939,694,Coal Test,Drillers Log,,,614.3,0.83,,,,,,,,
00122569000C,ADAMS,-91.065765,40.179844,697,Coal Test,Drillers Log,,,621.7,2.08,,,,,,,,
00169136000C,ADAMS,-90.969631,40.188563,670,Outcrop,Measured section,,,616,2.33,,,,,,,,
00183601000C,ADAMS,-90.914677,40.174259,,Strip Mine,Survey Sample Study,,,,1.77,,,,,,,,
00183602000C,ADAMS,-90.914506,40.170607,,Strip Mine,Survey Sample Study,,,,1.81,,,,,,,,
00183603000C,ADAMS,-90.918254,40.167038,,Strip Mine,Survey Sample Study,,,,2.19,,,,,,,,
00183604000C,ADAMS,-90.918246,40.167866,,Strip Mine,Survey Sample Study,,,,2.28,,,,,,,,
00183605000C,ADAMS,-90.918249,40.167314,,Strip Mine,Survey Sample Study,,,,1.81,,,,,,,,
00183620000C,ADAMS,-91.097051,40.172863,678.3,Coal Test,Drillers Log,,,613.3,2.2,,,,,,,,
00183621000C,ADAMS,-91.094698,40.172859,681.6,Coal Test,Drillers Log,,,607.6,2.2,,,,,,,,
00183623000C,ADAMS,-91.097009,40.17463,680.2,Coal Test,Drillers Log,,,605.2,2.2,,,,,,,,
00183624000C,ADAMS,-91.094655,40.174596,680.8,Coal Test,Drillers Log,,,612.8,2.4,,,,,,,,
00183626000C,ADAMS,-91.096965,40.176458,685.1,Coal Test,Drillers Log,,,609.1,2.4,,,,,,,,
00183627000C,ADAMS,-91.094521,40.180073,685,Coal Test,Drillers Log,,,604,2.2,,,,,,,,
00183628000C,ADAMS,-91.096924,40.178286,691.6,Coal Test,Drillers Log,,,605.6,2.5,,,,,,,,
00183629000C,ADAMS,-91.094566,40.178254,691.3,Coal Test,Drillers Log,,,607.3,2.2,,,,,,,,
00183632000C,ADAMS,-91.096881,40.180022,691.2,Coal Test,Drillers Log,,,603.2,2.4,,,,,,,,
00183633000C,ADAMS,-91.094526,40.179977,689.9,Coal Test,Drillers Log,,,608.9,2.5,,,,,,,,
00183637000C,ADAMS,-91.094233,40.18762,684.8,Coal Test,Drillers Log,,,620.8,1.9,,,,,,,,
00183638000C,ADAMS,-91.093101,40.188464,688,Coal Test,Drillers Log,,,620,2.2,,,,,,,,
00183639000C,ADAMS,-91.093121,40.187608,688.8,Coal Test,Drillers Log,,,616.8,2.3,,,,,,,,
00183640000C,ADAMS,-91.094217,40.188476,686.7,Coal Test,Drillers Log,,,617.7,2,,,,,,,,
00183642000C,ADAMS,-91.090711,40.188435,684,Coal Test,Drillers Log,,,608.5,2.4,,,,,,,,
00183643000C,ADAMS,-91.090727,40.187582,685.3,Coal Test,Drillers Log,,,613.3,2.2,,,,,,,,
00183645000C,ADAMS,-91.089615,40.187569,687.4,Coal Test,Drillers Log,,,607.4,2.4,,,,,,,,
00183654000C,ADAMS,-91.091874,40.190379,680.6,Coal Test,Drillers Log,,,610.6,2.2,,,,,,,,
00183657000C,ADAMS,-91.094075,40.195003,670.6,Coal Test,Drillers Log,,,608.6,2.3,,,,,,,,
00183658000C,ADAMS,-91.093042,40.191246,685.1,Coal Test,Drillers Log,,,608.1,2.5,,,,,,,,
00183659000C,ADAMS,-91.091853,40.191345,676.7,Coal Test,Drillers Log,,,615.7,2.5,,,,,,,,
00183660000C,ADAMS,-91.090659,40.191223,681.5,Coal Test,Drillers Log,,,620.5,2.5,,,,,,,,
00183661000C,ADAMS,-91.089542,40.191321,686.3,Coal Test,Drillers Log,,,621.3,2.4,,,,,,,,
00183662000C,ADAMS,-91.094114,40.193239,685.3,Coal Test,Drillers Log,,,617.8,2,,,,,,,,
00183663000C,ADAMS,-91.091813,40.193217,685.6,Coal Test,Drillers Log,,,618.6,2.5,,,,,,,,
00183664000C,ADAMS,-91.089506,40.193198,685.3,Coal Test,Drillers Log,,,619.3,2.5,,,,,,,,
00183667000C,ADAMS,-91.094078,40.194975,680.6,Coal Test,Drillers Log,,,622.1,2.2,,,,,,,,
00183668000C,ADAMS,-91.091453,40.194925,680.5,Coal Test,Drillers Log,,,622.5,2.5,,,,,,,,
00183669000C,ADAMS,-91.089474,40.194935,684.7,Coal Test,Drillers Log,,,622.7,2.2,,,,,,,,
00183672000C,ADAMS,-91.084992,40.173552,691.6,Coal Test,Drillers Log,,,610.6,2,,,,,,,,
00183676000C,ADAMS,-91.08497,40.174472,686.1,Coal Test,Drillers Log,,,610.1,2.5,,,,,,,,
00183677000C,ADAMS,-91.082667,40.174458,684.2,Coal Test,Drillers Log,,,609.2,2.5,,,,,,,,
00183678000C,ADAMS,-91.08141,40.175361,693.9,Coal Test,Drillers Log,,,616.9,2.5,,,,,,,,
00183680000C,ADAMS,-91.082644,40.175369,686.3,Coal Test,Drillers Log,,,612.3,2,,,,,,,,
00183682000C,ADAMS,-91.080294,40.175357,696.1,Coal Test,Drillers Log,,,614.1,2.7,,,,,,,,
00183683000C,ADAMS,-91.084867,40.176292,692.8,Coal Test,Drillers Log,,,609.8,2.5,,,,,,,,
00183684000C,ADAMS,-91.082622,40.176278,687.9,Coal Test,Drillers Log,,,611.9,2.5,,,,,,,,
00183685000C,ADAMS,-91.080273,40.176323,694.9,Coal Test,Drillers Log,,,613.9,2.5,,,,,,,,
00183686000C,ADAMS,-91.084823,40.17812,687.2,Coal Test,Drillers Log,,,614.2,2.5,,,,,,,,
00183687000C,ADAMS,-91.084807,40.179483,693.1,Coal Test,Drillers Log,,,616.1,1,,,,,,,,
00183688000C,ADAMS,-91.082573,40.178108,694.3,Coal Test,Drillers Log,,,616.3,2.5,,,,,,,,
00183689000C,ADAMS,-91.080231,40.178095,691.8,Coal Test,Drillers Log,,,615.8,3,,,,,,,,
00183690000C,ADAMS,-91.082137,40.179817,692.2,Coal Test,Drillers Log,,,619.7,2.5,,,,,,,,
00183691000C,ADAMS,-91.080172,40.179807,693.7,Coal Test,Drillers Log,,,617.7,2.5,,,,,,,,
00183694000C,ADAMS,-91.036761,40.194429,693,Coal Test,Drillers Log,,,598,0.5,,,,,,,,
00183695000C,ADAMS,-91.03207,40.194355,689.6,Coal Test,Drillers Log,,,612.6,1.8,,,,,,,,
00183696000C,ADAMS,-91.029697,40.194336,676.7,Coal Test,Drillers Log,,,625.2,0.8,,,,,,,,
00183697000C,ADAMS,-91.027432,40.194238,683,Coal Test,Drillers Log,,,616,1.9,,,,,,,,
00183703000C,ADAMS,-90.973907,40.179071,663.8,Coal Test,Drillers Log,,,596.8,1.5,,,,,,,,
00183704000C,ADAMS,-90.971547,40.18624,681.6,Coal Test,Drillers Log,,,616.6,2.3,,,,,,,,
00183705000C,ADAMS,-90.971549,40.182611,682.8,Coal Test,Drillers Log,,,611.8,2.2,,,,,,,,
00183707000C,ADAMS,-90.971589,40.18075,667.3,Coal Test,Drillers Log,,,619.3,1.9,,,,,,,,
00183708000C,ADAMS,-90.97385,40.182654,654.5,Coal Test,Drillers Log,,,616.5,2.1,,,,,,,,
00183709000C,ADAMS,-90.971517,40.184171,675.8,Coal Test,Drillers Log,,,608.8,2,,,,,,,,
00183711000C,ADAMS,-90.973828,40.184518,660.2,Coal Test,Drillers Log,,,620.7,2.2,,,,,,,,
00183715000C,ADAMS,-90.973775,40.186296,682,Coal Test,Drillers Log,,,613,2.2,,,,,,,,
00183716000C,ADAMS,-90.971877,40.179033,645.5,Coal Test,Drillers Log,,,613.5,2.4,,,,,,,,
00183717000C,ADAMS,-90.921821,40.163427,680,Coal Test,Drillers Log,,,608,2,,,,,,,,
00183719000C,ADAMS,-90.928887,40.168911,680.5,Coal Test,Drillers Log,,,603.3,1.8,,,,,,,,
00183721000C,ADAMS,-90.928874,40.170727,688.7,Coal Test,Drillers Log,,,547.2,0.5,,,,,,,,
00183723000C,ADAMS,-90.926583,40.170761,683.3,Coal Test,Drillers Log,,,602.1,1.3,,,,,,,,
00183724000C,ADAMS,-90.924154,40.170724,674.2,Coal Test,Drillers Log,,,592.5,2,,,,,,,,
00183726000C,ADAMS,-90.921899,40.170753,674,Coal Test,Drillers Log,,,593.9,1.8,,,,,,,,
00183729000C,ADAMS,-90.912446,40.174239,664,Coal Test,Drillers Log,,,598,1.5,,,,,,,,
00183740000C,ADAMS,-90.912384,40.177889,676,Coal Test,Drillers Log,,,611,1.5,,,,,,,,
00183741000C,ADAMS,-90.912297,40.177881,675.6,Coal Test,Drillers Log,,,609,0.7,,,,,,,,
00183742000C,ADAMS,-90.969109,40.180701,682.8,Coal Test,Drillers Log,,,620.8,2.3,,,,,,,,
00183743000C,ADAMS,-90.966863,40.180654,680.4,Coal Test,Drillers Log,,,619.4,2,,,,,,,,
00183744000C,ADAMS,-90.964534,40.180606,683.1,Coal Test,Drillers Log,,,619.5,1.9,,,,,,,,
00183747000C,ADAMS,-90.957288,40.180516,687.8,Coal Test,Drillers Log,,,630.3,1.4,,,,,,,,
00183748000C,ADAMS,-90.954969,40.180404,687.6,Coal Test,Drillers Log,,,635.8,2.2,,,,,,,,
00183749000C,ADAMS,-90.952519,40.18042,685.1,Coal Test,Drillers Log,,,639,2,,,,,,,,
00183750000C,ADAMS,-90.950215,40.180376,688.6,Coal Test,Drillers Log,,,633.4,1.9,,,,,,,,
00183751000C,ADAMS,-90.969044,40.182565,675.1,Coal Test,Drillers Log,,,616.1,2.3,,,,,,,,
00183752000C,ADAMS,-90.968,40.182545,684.1,Coal Test,Drillers Log,,,623.1,2.1,,,,,,,,
00183753000C,ADAMS,-90.966816,40.182521,685.9,Coal Test,Drillers Log,,,627.9,2.3,,,,,,,,
00183754000C,ADAMS,-90.964497,40.182475,681.3,Coal Test,Drillers Log,,,625.9,2,,,,,,,,
00183755000C,ADAMS,-90.962035,40.182428,688.1,Coal Test,Drillers Log,,,617.1,2.3,,,,,,,,
00183756000C,ADAMS,-90.959663,40.182383,683.5,Coal Test,Drillers Log,,,625.5,2.3,,,,,,,,
00183757000C,ADAMS,-90.95729,40.182335,684.8,Coal Test,Drillers Log,,,628.8,2.2,,,,,,,,
00183758000C,ADAMS,-90.9549,40.18229,688.5,Coal Test,Drillers Log,,,628.7,1.8,,,,,,,,
00183759000C,ADAMS,-90.95251,40.182242,679.2,Coal Test,Drillers Log,,,633,2,,,,,,,,
00183761000C,ADAMS,-90.969015,40.184428,680.7,Coal Test,Drillers Log,,,623.7,2.4,,,,,,,,
00183762000C,ADAMS,-90.966768,40.184387,681.6,Coal Test,Drillers Log,,,622.6,2.3,,,,,,,,
00183763000C,ADAMS,-90.96201,40.184302,681.2,Coal Test,Drillers Log,,,624.2,2.3,,,,,,,,
00183764000C,ADAMS,-90.959562,40.184258,689.7,Coal Test,Drillers Log,,,626.7,2.4,,,,,,,,
00183766000C,ADAMS,-90.96897,40.186248,688.8,Coal Test,Drillers Log,,,612.8,2.4,,,,,,,,
00183767000C,ADAMS,-90.967903,40.18649,681.2,Coal Test,Drillers Log,,,610.7,2,,,,,,,,
00183768000C,ADAMS,-90.96672,40.186206,674.6,Coal Test,Drillers Log,,,615.6,2.2,,,,,,,,
00183769000C,ADAMS,-90.964406,40.186166,687.9,Coal Test,Drillers Log,,,623.9,2.2,,,,,,,,
00183770000C,ADAMS,-90.959643,40.186079,681.2,Coal Test,Drillers Log,,,623.2,2.6,,,,,,,,
00183774000C,ADAMS,-90.912114,40.185382,690.8,Coal Test,Drillers Log,,,597.4,1.7,,,,,,,,
00183775000C,ADAMS,-90.912205,40.185411,691,Coal Test,Drillers Log,,,618,0.9,,,,,,,,
00183776000C,ADAMS,-90.966653,40.188984,685.2,Coal Test,Drillers Log,,,621.2,2.3,,,,,,,,
00183777000C,ADAMS,-90.964205,40.188942,666.3,Coal Test,Drillers Log,,,614.8,2,,,,,,,,
00183778000C,ADAMS,-90.961954,40.187996,687.1,Coal Test,Drillers Log,,,624.1,2.3,,,,,,,,
00183779000C,ADAMS,-90.959528,40.187957,674.5,Coal Test,Drillers Log,,,624.5,2.4,,,,,,,,
00183780000C,ADAMS,-90.959532,40.188865,678.3,Coal Test,Drillers Log,,,624.3,2.2,,,,,,,,
00183781000C,ADAMS,-90.957209,40.187916,680.1,Coal Test,Drillers Log,,,626.1,2.3,,,,,,,,
00183782000C,ADAMS,-90.954848,40.187879,677.8,Coal Test,Drillers Log,,,628.3,2.1,,,,,,,,
00183783000C,ADAMS,-90.961927,40.189815,677.7,Coal Test,Drillers Log,,,624.2,2.3,,,,,,,,
00183784000C,ADAMS,-90.954779,40.189737,674.1,Coal Test,Drillers Log,,,627.6,2.2,,,,,,,,
00183785000C,ADAMS,-90.950179,40.189689,680.3,Coal Test,Drillers Log,,,624.8,2.4,,,,,,,,
00183786000C,ADAMS,-90.959526,40.191655,678.4,Coal Test,Drillers Log,,,625.4,2.3,,,,,,,,
00183787000C,ADAMS,-90.958342,40.191637,671.7,Coal Test,Drillers Log,,,628.7,2,,,,,,,,
00183788000C,ADAMS,-90.954726,40.191515,659.1,Coal Test,Drillers Log,,,633.6,2.3,,,,,,,,
00183789000C,ADAMS,-90.95244,40.19148,680.8,Coal Test,Drillers Log,,,632.3,2.2,,,,,,,,
00183790000C,ADAMS,-90.950172,40.191441,658.4,Coal Test,Drillers Log,,,616.9,2.3,,,,,,,,
00183791000C,ADAMS,-90.959737,40.189696,680.3,Coal Test,Drillers Log,,,626.8,2.5,,,,,,,,
00500068000C,BOND,-89.438094,38.843793,517,Coal Test,Drillers Log,92.6,0.17,,,,,,,,,,
00500670000C,BOND,-89.599529,38.882431,542,Coal Test,Drillers Log,,,30,2.17,,,,,,,,
00500671000C,BOND,-89.592557,38.914897,511,Coal Test,Multiple log types,,,-4.5,1.46,,,,,,,,
00500672000C,BOND,-89.570112,38.869976,561,Coal Test,Multiple log types,,,45.9,2.08,,,,,,,,
00500673000C,BOND,-89.561557,38.903706,550,Coal Test,Multiple log types,109.9,1.82,-22.8,1.67,,,,,,,,
00500674000C,BOND,-89.53436,38.905959,489,Coal Test,Drillers Log,,,-35.3,2.34,,,,,,,,
00570005000C,BOND,-89.355719,38.896783,555,Coal Test,Drillers Log,,,-45,5,,,,,,,,
00570016000C,BOND,-89.384903,38.884321,566,Coal Test,Drillers Log,,,-19,2,,,,,,,,
00570017000C,BOND,-89.430673,38.887786,489,Coal Test,Drillers Log,,,-141,6,,,,,,,,
00570018000C,BOND,-89.455441,38.9298,550,Coal Test,Drillers Log,,,-35,5,,,,,,,,
00570019000C,BOND,-89.480228,38.928098,542,Coal Test,Drillers Log,,,4,4,,,,,,,,
00570020000C,BOND,-89.476454,38.93679,573,Coal Test,Drillers Log,,,-12,5,,,,,,,,
00570021000C,BOND,-89.417223,38.972583,562,Coal Test,Drillers Log,,,32,6,,,,,,,,
00900002000C,BROWN,-90.871545,40.049501,620,Dry Hole,Drillers Log,,,606,2,,,,,,,,
00900003000C,BROWN,-90.856136,39.987077,742,Water Well,Drillers Log,,,617,1,,,,,,,,
00900045000C,BROWN,-90.768961,39.98013,722,Dry Hole,Drillers Log,,,522.7,2.67,,,,,,,,
00900067000C,BROWN,-90.796059,40.073396,636,,Drillers Log,,,573.7,2.17,,,,,,,,
00900068000C,BROWN,-90.8142,40.10437,650,,Drillers Log,,,562.8,2.08,,,,,,,,
00900201901M,BROWN,-90.797272,39.924284,650,Underground mine,Measured section,,,,2.5,,,,,,,,
00900202001M,BROWN,-90.861892,39.911606,620,Strip Mine,,,,611,2,,,,,,,,
00900209000C,BROWN,-90.669399,40.029552,586,,Drillers Log,,,533.1,1.75,,,,,,,,
009163A0008F,BROWN,-90.793147,39.921039,640,Underground mine,Measured section,,,637,1.5,,,,,,,,
009163A0010F,BROWN,-90.796041,39.890898,590,Outcrop,Measured section,,,588.8,1.66,,,,,,,,
009163A0011F,BROWN,-90.816924,39.9042,600,Underground mine,Measured section,,,,,,,,,,,,
009163A0012F,BROWN,-90.855146,39.896389,633,Outcrop,Measured section,,,618,1.5,,,,,,,,
009163A0013F,BROWN,-90.852375,39.898781,650,Outcrop,Measured section,,,608.5,1.66,,,,,,,,
009163A0014F,BROWN,-90.802801,39.880442,515,Outcrop,Measured section,,,494,2,,,,,,,,
009163A0015F,BROWN,-90.803924,39.882218,570,Outcrop,Measured section,,,535.2,1.58,,,,,,,,
009163A0017F,BROWN,-90.799613,39.927957,630,Outcrop,Measured section,,,,,,,,,,,,
009163A0018F,BROWN,-90.783608,39.925515,640,Outcrop,Measured section,,,,,,,,,,,,
009163A0019F,BROWN,-90.849157,39.906036,640,Underground mine,Measured section,,,,,,,,,,,,
009163A0020F,BROWN,-90.819318,39.904204,650,Underground mine,Measured section,,,,,,,,,,,,
009163A0021F,BROWN,-90.816886,39.906025,640,Underground mine,Measured section,,,,,,,,,,,,
009163A0022F,BROWN,-90.859928,39.893748,600,Outcrop,Measured section,,,,,,,,,,,,
009163A0023F,BROWN,-90.852873,39.892838,600,Outcrop,Measured section,,,,,,,,,,,,
009163A0024F,BROWN,-90.809771,39.898715,600,Outcrop,Measured section,,,,,,,,,,,,
009163A0025F,BROWN,-90.809085,39.89922,600,Underground mine,Measured section,,,,,,,,,,,,
009163A0026F,BROWN,-90.80203,39.893678,580,Outcrop,Measured section,,,,,,,,,,,,
009163A0027F,BROWN,-90.796018,39.891812,600,Underground mine,Measured section,,,,,,,,,,,,
009163A0028F,BROWN,-90.785213,39.885104,620,Underground mine,Measured section,,,,,,,,,,,,
009163A0029F,BROWN,-90.833509,39.884002,600,Outcrop,Measured section,,,,,,,,,,,,
009163A0030F,BROWN,-90.792049,39.911876,600,Outcrop,Measured section,,,,,,,,,,,,
009163A0031F,BROWN,-90.80307,39.931082,630,Outcrop,Measured section,,,,,,,,,,,,
009163B0005F,BROWN,-90.898649,39.916945,630,Outcrop,Measured section,,,623.5,1.33,,,,,,,,
009163B0006F,BROWN,-90.875471,39.900565,640,Underground mine,Measured section,,,640,1.5,,,,,,,,
009163B0007F,BROWN,-90.8898,39.900968,635,Outcrop,Measured section,,,595.2,2.02,,,,,,,,
009163B0008F,BROWN,-90.887074,39.898306,665,Outcrop,Measured section,,,578.5,1.5,,,,,,,,
009163B0009F,BROWN,-90.886878,39.896915,620,Outcrop,Measured section,,,605.8,1.42,,,,,,,,
009163B0010F,BROWN,-90.877945,39.8988,620,Outcrop,Measured section,,,570,1.16,,,,,,,,
009163B0011F,BROWN,-90.906895,39.918109,630,Underground mine,Measured section,,,,,,,,,,,,
009163B0012F,BROWN,-90.903877,39.917899,630,Underground mine,Measured section,,,,,,,,,,,,
009163B0013F,BROWN,-90.900617,39.917129,625,Underground mine,Measured section,,,,,,,,,,,,
009163B0014F,BROWN,-90.894468,39.888826,630,Underground mine,Measured section,,,,0,,,,,,,,
00921996000C,BROWN,-90.680029,40.026548,580,Coal Test,Drillers Log,,,545.5,1.58,,,,,,,,
00921997000C,BROWN,-90.665785,40.037617,570,Coal Test,Drillers Log,,,526.3,1.83,,,,,,,,
00922000000C,BROWN,-90.738588,40.095049,623,Coal Test,Drillers Log,,,571,1.67,,,,,,,,
00922001000C,BROWN,-90.738515,40.10206,581,Coal Test,Drillers Log,,,560.1,1.75,,,,,,,,
00922005000C,BROWN,-90.73793,40.098045,615,Coal Test,Drillers Log,,,575.5,2.17,,,,,,,,
00922006000C,BROWN,-90.729032,40.091919,620,Coal Test,Drillers Log,,,566,1.83,,,,,,,,
00922007000C,BROWN,-90.729164,40.089439,640,Coal Test,Drillers Log,,,575.5,1.83,,,,,,,,
00922008000C,BROWN,-90.746723,40.09918,620,Coal Test,Drillers Log,,,576.6,1.25,,,,,,,,
00922009000C,BROWN,-90.743389,40.089572,625,Coal Test,Drillers Log,,,582,1.75,,,,,,,,
00922010000C,BROWN,-90.738652,40.089536,630,Coal Test,Drillers Log,,,580,1.42,,,,,,,,
00922011000C,BROWN,-90.705247,40.089029,600,Coal Test,Drillers Log,,,562.5,1.83,,,,,,,,
00922012000C,BROWN,-90.746394,40.102071,590,Coal Test,Drillers Log,,,554.1,1.75,,,,,,,,
00922013000C,BROWN,-90.745557,40.098884,625,Coal Test,Drillers Log,,,573.8,1.75,,,,,,,,
00922014000C,BROWN,-90.752557,40.098473,585,Coal Test,Drillers Log,,,536.2,0.33,,,,,,,,
00922015000C,BROWN,-90.739185,40.089812,620,Coal Test,Drillers Log,,,595.1,2.08,,,,,,,,
00922016000C,BROWN,-90.752044,40.09709,600,Coal Test,Drillers Log,,,571.1,2,,,,,,,,
00922017000C,BROWN,-90.74867,40.094716,620,Coal Test,Drillers Log,,,573.4,1.75,,,,,,,,
00922020000C,BROWN,-90.744955,40.096205,645,Coal Test,Drillers Log,,,575.2,1.58,,,,,,,,
00922021000C,BROWN,-90.743197,40.101183,605,Coal Test,Drillers Log,,,559.5,2.08,,,,,,,,
00922022000C,BROWN,-90.745285,40.103981,590,Coal Test,Drillers Log,,,562,2.33,,,,,,,,
00922023000C,BROWN,-90.749224,40.104801,595,Coal Test,Drillers Log,,,571,1,,,,,,,,
00922025000C,BROWN,-90.749406,40.09348,600,Coal Test,Drillers Log,,,571.5,2,,,,,,,,
00922027000C,BROWN,-90.767918,40.09277,620,Coal Test,Drillers Log,,,585.5,1.83,,,,,,,,
00922029000C,BROWN,-90.764389,40.100114,610,Coal Test,Drillers Log,,,567.3,1.67,,,,,,,,
00922031000C,BROWN,-90.76655,40.099754,,Coal Test,Drillers Log,,,,1.17,,,,,,,,
00922032000C,BROWN,-90.780432,40.093394,620,Coal Test,Drillers Log,,,578,2.08,,,,,,,,
00922033000C,BROWN,-90.782612,40.089982,610,Coal Test,Drillers Log,,,576.5,2,,,,,,,,
00922034000C,BROWN,-90.776848,40.092539,638,Coal Test,Drillers Log,,,592,2.17,,,,,,,,
00922035000C,BROWN,-90.777402,40.090052,620,Coal Test,Drillers Log,,,595.1,2.08,,,,,,,,
00922036000C,BROWN,-90.777402,40.090052,620,Coal Test,Drillers Log,,,595.1,2.08,,,,,,,,
00922037000C,BROWN,-90.786993,40.079341,605,Coal Test,Drillers Log,,,555,2,,,,,,,,
00922038000C,BROWN,-90.79496,40.075324,605,Coal Test,Drillers Log,,,567.1,2.08,,,,,,,,
00922040000C,BROWN,-90.78134,40.079234,635,Coal Test,Drillers Log,,,568.8,2.42,,,,,,,,
00922042000C,BROWN,-90.784579,40.078774,620,Coal Test,Drillers Log,,,562,1.58,,,,,,,,
00922045000C,BROWN,-90.784579,40.078774,620,Coal Test,Drillers Log,,,562,1.58,,,,,,,,
00922046000C,BROWN,-90.776947,40.084813,613,Coal Test,Drillers Log,,,568,2,,,,,,,,
00922049000C,BROWN,-90.767892,40.084217,644,Coal Test,Drillers Log,,,578,2,,,,,,,,
00922050000C,BROWN,-90.774744,40.087563,620,Coal Test,Drillers Log,,,584.8,2,,,,,,,,
00922051000C,BROWN,-90.771662,40.089203,630,Coal Test,Drillers Log,,,589.5,1.58,,,,,,,,
00922052000C,BROWN,-90.772727,40.084516,625,Coal Test,Drillers Log,,,580.5,1.42,,,,,,,,
00922053000C,BROWN,-90.726857,40.088586,630,Coal Test,Drillers Log,,,573,1.75,,,,,,,,
00922054000C,BROWN,-90.724651,40.078778,610,Coal Test,Drillers Log,,,585.5,1.83,,,,,,,,
00922055000C,BROWN,-90.738782,40.083463,642,Coal Test,Drillers Log,,,568,1.83,,,,,,,,
00922056000C,BROWN,-90.716451,40.074581,618,Coal Test,Drillers Log,,,568.7,1.83,,,,,,,,
00922057000C,BROWN,-90.713331,40.076777,600,Coal Test,Drillers Log,,,557.5,2,,,,,,,,
00922058000C,BROWN,-90.709858,40.078698,610,Coal Test,Drillers Log,,,566,1.25,,,,,,,,
00922061000C,BROWN,-90.700797,40.074532,585,Coal Test,Drillers Log,,,552.2,0.17,,,,,,,,
00922062000C,BROWN,-90.700804,40.074534,607,Coal Test,Drillers Log,,,563.7,1.75,,,,,,,,
00922063000C,BROWN,-90.715366,40.070712,600,Coal Test,Drillers Log,,,538,2,,,,,,,,
00922064000C,BROWN,-90.706016,40.0672,605,Coal Test,Drillers Log,,,553.7,2.42,,,,,,,,
00922065000C,BROWN,-90.711189,40.067208,600,Coal Test,Drillers Log,,,552.3,1.5,,,,,,,,
00922066000C,BROWN,-90.710552,40.062404,608,Coal Test,Drillers Log,,,543,2.25,,,,,,,,
00922067000C,BROWN,-90.700899,40.07089,570,Coal Test,Drillers Log,,,543.7,0.83,,,,,,,,
00922068000C,BROWN,-90.701663,40.061843,600,Coal Test,Drillers Log,,,544,2,,,,,,,,
00922069000C,BROWN,-90.736468,40.07476,640,Coal Test,Drillers Log,,,556,1.5,,,,,,,,
00922070000C,BROWN,-90.768241,40.068225,685,Coal Test,Drillers Log,,,554,2.25,,,,,,,,
00922071000C,BROWN,-90.77654,40.068047,670,Coal Test,Drillers Log,,,559.7,1.75,,,,,,,,
00922072000C,BROWN,-90.773315,40.067881,685,Coal Test,Drillers Log,,,564,1.67,,,,,,,,
